id,category,language,message,translation
570,backend,ja,Pages list,ページリスト
571,backend,ja,All Pages,すべてのページ
572,backend,ja,Add Page,ページを追加
573,backend,ja,Short Description,簡単な説明
574,backend,ja,SEO,SEO
575,backend,ja,Meta Title,メタタイトル
576,backend,ja,Meta description,メタ記述
577,backend,ja,Keywords,キーワード
578,backend,ja,Update Page,ページを更新
579,backend,ja,Languages list,言語リスト
580,backend,ja,All Language,すべての言語
581,backend,ja,Add Language,言語を追加
582,backend,ja,Locale,ロケール
583,backend,ja,Select Flag,フラグを選択
584,backend,ja,RTL,RTL
585,backend,ja,Translation,翻訳
586,backend,ja,Translation Key,翻訳キー
587,backend,ja,Status Management list,ステータス管理リスト
588,backend,ja,Group,グループ
589,backend,ja,Group Name,グループ名
590,backend,ja,Status Key,ステータスキー
591,backend,ja,All Status,すべてのステータス
592,backend,ja,Add Status,ステータスの追加
593,backend,ja,Date Created. {{date_created}},作成日。 {{date_created}}
594,backend,ja,Services list,サービスリスト
595,backend,ja,Service fee,サービス料
596,backend,ja,All Services,すべてのサービス
597,backend,ja,Add Services,サービスの追加
598,backend,ja,Update Services,更新サービス
599,backend,ja,All Type,すべてのタイプ
600,backend,ja,Update Merchant Type,マーチャントタイプの更新
601,backend,ja,Commission Type,コミッションタイプ
602,backend,ja,Commission based on Subtotal / Total,小計/合計に基づく手数料
603,backend,ja,Commission,手数料
604,backend,ja,Add Merchant Type,マーチャントタイプを追加
605,backend,ja,Rejection Reason List,拒否理由リスト
606,backend,ja,Reason,理由
607,backend,ja,Add Rejection,拒否を追加
608,backend,ja,Update Rejection,拒否を更新
609,backend,ja,Pause Reason List,一時停止理由リスト
610,backend,ja,Add Pause reason,一時停止の理由を追加
611,backend,ja,Update Pause reason,一時停止の理由を更新
612,backend,ja,Status action List,ステータスアクションリスト
614,backend,ja,Key must not have spaces,キーにスペースを含めることはできません
616,backend,ja,Update action status,アクションステータスの更新
617,backend,ja,Add action status,アクションステータスを追加
618,backend,ja,Coupon list,クーポンリスト
619,backend,ja,#Used,＃中古
620,backend,ja,All Coupon,すべてのクーポン
621,backend,ja,Add Coupon,クーポンを追加
622,backend,ja,Coupon Type,クーポンタイプ
623,backend,ja,Days Available,利用可能な日数
625,backend,ja,Min Order,最低注文量
626,backend,ja,Applicable to merchant,マーチャントに適用可能
627,backend,ja,Expiration,有効期限
628,backend,ja,Coupon Options,クーポンオプション
629,backend,ja,Coupon name,クーポン名
630,backend,ja,fixed amount,定額
631,backend,ja,percentage,パーセンテージ
632,backend,ja,Unlimited for all user,すべてのユーザーに無制限
633,backend,ja,Use only once,1回だけ使用する
634,backend,ja,Once per user,ユーザーごとに1回
635,backend,ja,Once for new user first order,新規ユーザーの初回注文に1回
636,backend,ja,Custom limit per user,ユーザーごとのカスタム制限
637,backend,ja,Only to selected customer,選択したお客様のみ
638,backend,ja,Define max number of use,最大使用回数を定義する
639,backend,ja,Select Customer,顧客を選択
640,backend,ja,Email Provider,メールプロバイダー
641,backend,ja,All Provider,すべてのプロバイダー
642,backend,ja,Add Provider,プロバイダーを追加
643,backend,ja,Provider ID,プロバイダーID
644,backend,ja,Provider name,プロバイダー名
645,backend,ja,Sender email,送信者の電子メール
646,backend,ja,Sender name,送信者名
648,backend,ja,Update Provider,更新プロバイダー
649,backend,ja,API KEY,APIキー
650,backend,ja,Create your account [url],アカウントを作成する[url]
651,backend,ja,SECRET KEY,シークレットキー
652,backend,ja,SMTP host,SMTPホスト
653,backend,ja,SMTP port,SMTPポート
654,backend,ja,Password,パスワード
655,backend,ja,Secure Connection,安全な接続
656,backend,ja,TLS,TLS
657,backend,ja,SSL,SSL
658,backend,ja,normal,正常
659,backend,ja,flash,閃光
660,backend,ja,unicode,Unicode
661,backend,ja,ndnd,ndnd
662,backend,ja,dnd,dnd
663,backend,ja,premium,プレミアム
664,backend,ja,lowcost,低価格
665,backend,ja,SMS,SMS
666,backend,ja,Push,押す
667,backend,ja,All Templates,すべてのテンプレート
668,backend,ja,Add Template,テンプレートを追加
669,backend,ja,Template name,テンプレート名
670,backend,ja,Enabled Email,有効な電子メール
671,backend,ja,Enabled SMS,有効なSMS
672,backend,ja,Enabled Push,プッシュを有効にする
673,backend,ja,Email Templates,メールテンプレート
674,backend,ja,SMS Templates,SMSテンプレート
675,backend,ja,Push Templates,プッシュテンプレート
676,backend,ja,{{lang}} Template,{{lang}}テンプレート
677,backend,ja,Enter {{lang}} Type here,{{lang}}と入力しますここに入力します
678,backend,ja,Enter {{lang}} Subject here,ここに{{lang}}件名を入力してください
679,backend,ja,Enter {{lang}} Title here,ここに{{lang}}タイトルを入力してください
680,backend,ja,Enter {{lang}} Content here,ここに{{lang}}コンテンツを入力します
681,backend,ja,Update Template,テンプレートを更新
682,backend,ja,Email Logs,メールログ
684,backend,ja,View SMS,SMSを表示
685,backend,ja,Push logs,プッシュログ
686,backend,ja,Platform,プラットホーム
687,backend,ja,Message,メッセージ
688,backend,ja,Channel/Device,チャネル/デバイス
689,backend,ja,View Push,プッシュを表示
690,backend,ja,Customer list,顧客リスト
691,backend,ja,All Customer,すべてのお客様
692,backend,ja,Add Customer,顧客を追加
694,backend,ja,Update Customer,顧客の更新
695,backend,ja,Basic Details,基本的な詳細
696,backend,ja,Order history,注文履歴
697,backend,ja,Address list,アドレスリスト
700,backend,ja,Places ID,場所ID
701,backend,ja,"Aparment, suite or floor",アパート、スイートまたはフロア
702,backend,ja,Add delivery instructions,配送手順を追加する
703,backend,ja,Address label,住所ラベル
704,backend,ja,Home,家
705,backend,ja,Work,仕事
706,backend,ja,School,学校
707,backend,ja,Friend house,フレンドハウス
708,backend,ja,Other,他の
709,backend,ja,Leave it at my door,私のドアに置いておきます
710,backend,ja,Hand it to me,それを私に渡してください
711,backend,ja,Meet outside,外で会う
712,backend,ja,Order list,オーダーリスト
713,backend,ja,Phone,電話
714,backend,ja,All Review,すべてのレビュー
715,backend,ja,Update Review,レビューの更新
716,backend,ja,Customer reviews,カスタマーレビュー
718,backend,ja,Customer. [customer_name],お客様。 [顧客名]
719,backend,ja,Rating. [rating],評価。 [評価]
720,backend,ja,Date. [date_created],日にち。 [date_created]
721,backend,ja,Real time applications,リアルタイムアプリケーション
722,backend,ja,Select Realtime Provider,リアルタイムプロバイダーを選択
723,backend,ja,Pusher App Id,プッシャーアプリID
724,backend,ja,Pusher Key,プッシャーキー
725,backend,ja,Pusher Secret,プッシャーシークレット
726,backend,ja,Pusher Cluster,プッシャークラスター
727,backend,ja,Private API Key,プライベートAPIキー
728,backend,ja,Cluster ID,クラスターID
730,backend,ja,API secret,APIシークレット
731,backend,ja,WebSocket API endpoint,WebSocketAPIエンドポイント
732,backend,ja,signup and get your credentials in,サインアップして、クレデンシャルを取得します
733,backend,ja,Web push notifications,Webプッシュ通知
734,backend,ja,Select Web Push Provider,Webプッシュプロバイダーを選択します
735,backend,ja,Instance ID,インスタンスID
736,backend,ja,Primary key,主キー
737,backend,ja,SMS Provider List,SMSプロバイダーリスト
739,backend,ja,Sender ID,送信者ID
740,backend,ja,API username,APIユーザー名
741,backend,ja,API password,APIパスワード
743,backend,ja,Account SID,アカウントSID
744,backend,ja,AUTH Token,AUTHトークン
745,backend,ja,Secret,ひみつ
746,backend,ja,Provider,プロバイダー
747,backend,ja,SMS Logs,SMSログ
748,backend,ja,Total Registered,登録総数
749,backend,ja,Commission Total,手数料合計
750,backend,ja,Membership Total,会員総数
751,backend,ja,Total Active,トータルアクティブ
752,backend,ja,Total Inactive,完全に非アクティブ
753,backend,ja,Membership Payment,会員の支払い
754,backend,ja,Payment type,支払いタイプ
755,backend,ja,Merchant Sales Report,マーチャントセールスレポート
756,backend,ja,Order earnings report,注文収益レポート
757,backend,ja,Count,カウント
758,backend,ja,Admin earned,管理者が獲得しました
759,backend,ja,Merchant earned,獲得した商人
760,backend,ja,Total sell,総売り上げ
762,backend,ja,Subtotal,小計
764,backend,ja,Admin commission,管理委員会
765,backend,ja,Refund Report,払い戻しレポート
766,backend,ja,All Payment status,すべての支払いステータス
767,backend,ja,Payment reference# {{payment_reference}},支払い参照番号{{payment_reference}}
768,backend,ja,Refund on {{date}},{{date}}での払い戻し
769,backend,ja,Full refund,全額払い戻し
770,backend,ja,Partial refund,一部払い戻し
771,backend,ja,All User,すべてのユーザー
772,backend,ja,Role,役割
773,backend,ja,Confirm New Password,新しいパスワードを確認
774,backend,ja,Edit User,ユーザーの編集
775,backend,ja,All Roles,すべての役割
776,backend,ja,Access,アクセス
777,backend,ja,Add Role,役割を追加
778,backend,ja,Themes,テーマ
779,backend,ja,Active theme,アクティブなテーマ
780,backend,ja,Customize,カスタマイズ
781,backend,ja,Organize your menu,メニューを整理する
782,backend,ja,Menu,メニュー
783,backend,ja,Setting,設定
784,backend,ja,Media Library,メディアライブラリ
785,backend,ja,Media List,メディアリスト
786,backend,ja,Delete File,ファイルを削除する
787,backend,ja,Notification,通知
788,backend,ja,Clear all,すべてクリア
789,backend,ja,View all,すべて表示
790,backend,ja,Profile,プロフィール
791,backend,ja,Logout,ログアウト
792,backend,ja,Change Password,パスワードを変更する
793,backend,ja,Web Notifications,Web通知
794,backend,ja,Old Password,以前のパスワード
795,backend,ja,Notifications Settings,通知設定
797,backend,ja,Select notification type,通知タイプを選択
798,backend,ja,Order updates,注文の更新
799,backend,ja,Customer new signup,顧客の新規サインアップ
800,backend,ja,Merchant new signup,マーチャントの新規登録
801,backend,ja,Payout request,支払いリクエスト
802,backend,ja,All notifications,すべての通知
803,backend,ja,Order #,注文 ＃
804,backend,ja,Restaurant,レストラン
806,backend,ja,Delivery information,配送に関する情報
807,backend,ja,Get direction,方向性を得る
809,backend,ja,Delivery Date/Time,配達日時
810,backend,ja,Include utensils,調理器具を含める
815,backend,ja,Summary,概要
816,backend,ja,Print,印刷
817,backend,ja,Contact customer,お客様に連絡する
819,backend,ja,Cancel order,注文をキャンセルする
820,backend,ja,Timeline,タイムライン
821,backend,ja,Download PDF (A4),PDFをダウンロード（A4）
822,backend,ja,Yes,はい
823,backend,ja,Okay,わかった
824,backend,ja,Customer Info,顧客情報
825,backend,ja,Action,アクション
826,backend,ja,Customer ID,顧客ID
827,backend,ja,Addresses,住所
828,backend,ja,Unblock Custome,顧客のブロックを解除する
830,backend,ja,Customer information not found,顧客情報が見つかりません
831,backend,ja,Are you sure you want to continue,続行してもよろしいですか
832,backend,ja,Refund this item,このアイテムを払い戻す
833,backend,ja,This automatically remove this item from your active orders.,これにより、アクティブな注文からこのアイテムが自動的に削除されます。
834,backend,ja,Go back,戻る
836,backend,ja,Remove this item,このアイテムを削除します
837,backend,ja,This will remove this item from your active orders.,これにより、このアイテムがアクティブな注文から削除されます。
840,backend,ja,Item is Out of Stock,アイテムは在庫切れです
841,backend,ja,Order decrease,注文の減少
842,backend,ja,Order Increase,注文の増加
843,backend,ja,"By accepting this order, we will refund the amount of {{amount}} to customer.",この注文を受け入れることにより、{{amount}}の金額をお客様に返金します。
844,backend,ja,"Total amount for this order has increase, Send invoice to customer or less from your account with total amount of {{amount}}.",この注文の合計金額が増加しました。合計金額が{{amount}}の場合、アカウントから顧客またはそれ以下に請求書を送信してください。
847,backend,ja,Send invoice,請求書を送ります
848,backend,ja,Less on my account,私のアカウントでは少ない
849,backend,ja,"This order has unpaid invoice, until its paid you cannot change the order status.",この注文には未払いの請求書があり、支払い済みになるまで注文ステータスを変更できません。
851,backend,ja,How much additional time you need?,どのくらいの追加時間が必要ですか？
852,backend,ja,We'll notify the customer about the delay.,遅延についてお客様に通知します。
854,backend,ja,Enter why you cannot make this order.,この注文ができない理由を入力してください。
855,backend,ja,Reject order,注文を拒否する
856,backend,ja,Are you sure you want to continue?,続行してもよろしいですか？
857,backend,ja,Delivery fee,配送料
858,backend,ja,Sub total ([count] items),小計（[カウント]アイテム）
859,backend,ja,Courier tip,宅配便のヒント
860,backend,ja,Dashboard,ダッシュボード
862,backend,ja,List,リスト
863,backend,ja,Sponsored,後援
864,backend,ja,Users,ユーザー
866,backend,ja,All order,すべての注文
867,backend,ja,Order settings,注文設定
869,backend,ja,Add User,ユーザーを追加する
870,backend,ja,Delete User,ユーザーの削除
871,backend,ja,Membership,メンバーシップ
872,backend,ja,Plans,予定
873,backend,ja,Add Plan,プランを追加
874,backend,ja,Delete Plan,プランの削除
875,backend,ja,Attributes,属性
880,backend,ja,Pages,ページ
881,backend,ja,Languages,言語
882,backend,ja,Buyers,バイヤー
883,backend,ja,Customers,お客様
885,backend,ja,Create Role,役割の作成
886,backend,ja,Update Role,役割の更新
887,backend,ja,Delete Role,役割を削除
889,backend,ja,Manage Location,場所の管理
891,backend,ja,Providers,プロバイダー
892,backend,ja,Logs,ログ
893,backend,ja,Reports,レポート
896,backend,ja,Merchant Sales,マーチャントセールス
897,backend,ja,Status Management,ステータス管理
899,backend,ja,Information,情報
903,backend,ja,Size,サイズ
904,backend,ja,Ingredients,材料
905,backend,ja,Cooking Reference,クッキングリファレンス
906,backend,ja,Food,食べ物
907,backend,ja,Category,カテゴリー
908,backend,ja,Addon Category,アドオンカテゴリ
909,backend,ja,Addon Items,アドオンアイテム
910,backend,ja,Items,アイテム
911,backend,ja,Delivery,配達
913,backend,ja,Coupon,クーポン
914,backend,ja,Offers,オファー
915,backend,ja,Images,画像
916,backend,ja,Account,アカウント
920,backend,ja,BroadCast,ブロードキャスト
925,backend,ja,Sales Report,セールスレポート
926,backend,ja,Sales Summary,販売概要
927,backend,ja,Pickup,選び出す
928,backend,ja,Dinein,で食事をします
929,backend,ja,Gallery,ギャラリー
933,backend,ja,Store Hours,営業時間
934,backend,ja,Tracking Time,追跡時間
935,backend,ja,Add Store Hours,営業時間を追加
936,backend,ja,Update Store Hours,営業時間の更新
937,backend,ja,Delete Store Hours,営業時間の削除
938,backend,ja,View Order,表示の順序
939,backend,ja,Delete Order,注文を削除
940,backend,ja,Create Time Management,時間管理を作成する
941,backend,ja,Update Time Management,時間管理の更新
942,backend,ja,Delete Time Management,時間管理を削除する
943,backend,ja,Inventory Management,在庫管理
944,backend,ja,Suppliers,サプライヤー
945,backend,ja,Time Slot,タイムスロット
946,backend,ja,Create Time Slot,タイムスロットを作成する
947,backend,ja,Update Time Slot,タイムスロットの更新
948,backend,ja,Delete Time Slot,タイムスロットを削除する
949,backend,ja,Create Size,サイズを作成
950,backend,ja,Update Size,サイズを更新
951,backend,ja,Delete Size,サイズを削除
952,backend,ja,Ingredients create,成分が作成します
953,backend,ja,Payment gateway,支払いゲートウェイ
954,backend,ja,All Payment,すべての支払い
956,backend,ja,All payments,すべての支払い
957,backend,ja,Archive,記録
959,backend,ja,Rejection Reason,拒否の理由
962,backend,ja,Transactions,トランザクション
965,backend,ja,Merchant withdrawals,商人の撤退
967,backend,ja,Third Party App,サードパーティのアプリ
968,backend,ja,Real time application,リアルタイムアプリケーション
969,backend,ja,Web push notification,Webプッシュ通知
971,backend,ja,Scheduled,予定
973,backend,ja,Zones,ゾーン
974,backend,ja,Pause order reason,注文の理由を一時停止
976,backend,ja,Order earnings,注文収益
978,backend,ja,POS,POS
979,backend,ja,POS create order,POS作成注文
983,backend,ja,Login &amp; Signup,ログイン＆amp;サインアップ
989,backend,ja,Upload CSV,CSVをアップロード
990,backend,ja,Add sponsored,スポンサーを追加
991,backend,ja,Update sponsored,スポンサー付きアップデート
993,backend,ja,Print PDF,PDFを印刷
996,backend,ja,Update Gateway,ゾーン
997,backend,ja,Withdrawals Template,注文の理由を一時停止
998,backend,ja,Cuisine create,注文収益
999,backend,ja,Cuisine update,POS
1000,backend,ja,Dishes create,POS作成注文
1001,backend,ja,Dishes update,ログイン＆amp;サインアップ
1002,backend,ja,Dishes delete,CSVをアップロード
1003,backend,ja,Cuisine delete,スポンサーを追加
1004,backend,ja,Tags create,スポンサー付きアップデート
1005,backend,ja,Tags update,PDFを印刷
1006,backend,ja,Tags delete,タグ削除
1007,backend,ja,Status create,ステータス作成
1008,backend,ja,Status update,ステータスアップデート
1009,backend,ja,Status delete,ステータス削除
1011,backend,ja,Status actions create,ステータスアクションの作成
1012,backend,ja,Status actions update,ステータスアクションの更新
1013,backend,ja,Currency create,通貨作成
1014,backend,ja,Currency update,通貨の更新
1015,backend,ja,Currency delete,通貨削除
1016,backend,ja,Country create,国を作成します
1017,backend,ja,Country update,国の更新
1020,backend,ja,State create,状態作成
1021,backend,ja,State update,状態の更新
1022,backend,ja,State delete,状態削除
1024,backend,ja,City create,シティクリエイト
1025,backend,ja,City delete,市削除
1027,backend,ja,Area create,エリア作成
1028,backend,ja,Area update,エリアの更新
1029,backend,ja,Area delete,エリア削除
1030,backend,ja,Zone create,ゾーン作成
1031,backend,ja,Zone update,ゾーンの更新
1032,backend,ja,Zone delete,ゾーン削除
1033,backend,ja,Featured create,注目の作成
1034,backend,ja,Featured update,注目のアップデート
1035,backend,ja,Featured delete,注目の削除
1036,backend,ja,Pages create,ページ作成
1037,backend,ja,Pages update,ページの更新
1038,backend,ja,Pages delete,ページ削除
1039,backend,ja,Language create,言語作成
1040,backend,ja,Language update,言語の更新
1041,backend,ja,Language delete,言語削除
1042,backend,ja,Status Management create,ステータス管理作成
1043,backend,ja,Status Management update,ステータス管理の更新
1044,backend,ja,Status Management delete,ステータス管理削除
1045,backend,ja,Order type create,注文タイプの作成
1046,backend,ja,Order type update,注文タイプの更新
1047,backend,ja,Order type delete,注文タイプの削除
1048,backend,ja,Merchant type create,マーチャントタイプの作成
1049,backend,ja,Merchant type update,マーチャントタイプの更新
1050,backend,ja,Merchant type delete,マーチャントタイプ削除
1051,backend,ja,Rejection reason create,拒否理由の作成
1052,backend,ja,Rejection reason update,拒否理由の更新
1054,backend,ja,Rejection reason delete,拒否理由削除
1055,backend,ja,Pause reason create,一時停止理由の作成
1056,backend,ja,Pause reason update,理由の更新を一時停止
1057,backend,ja,Pause reason delete,一時停止理由削除
1058,backend,ja,Status action create,ステータスアクション作成
1059,backend,ja,Status reason update,ステータス理由の更新
1060,backend,ja,Status reason delete,ステータス理由削除
1061,backend,ja,Coupon create,クーポン作成
1062,backend,ja,Coupon update,クーポンの更新
1063,backend,ja,Coupon delete,クーポン削除
1064,backend,ja,Email Provider create,メールプロバイダーの作成
1065,backend,ja,Email Provider update,メールプロバイダーの更新
1066,backend,ja,Email Provider delete,メールプロバイダーの削除
1067,backend,ja,Templates create,テンプレートは作成します
1068,backend,ja,Templates update,テンプレートの更新
1069,backend,ja,Templates delete,テンプレートは削除します
1070,backend,ja,Email Logs delete,メールログを削除
1071,backend,ja,Push logs delete,プッシュログ削除
1072,backend,ja,Customer create,顧客が作成する
1073,backend,ja,Customer update,顧客の更新
1074,backend,ja,Customer delete,顧客の削除
1075,backend,ja,Customer address,お客様の住所
1076,backend,ja,Customer order history,顧客の注文履歴
1077,backend,ja,Address create,アドレス作成
1078,backend,ja,Address delete,アドレス削除
1079,backend,ja,Address update,住所の更新
1080,backend,ja,Review update,更新のレビュー
1081,backend,ja,Review delete,レビュー削除
1082,backend,ja,SMS provider create,SMSプロバイダーの作成
1083,backend,ja,SMS provider update,SMSプロバイダーの更新
1084,backend,ja,SMS provider delete,SMSプロバイダーの削除
1085,backend,ja,SMS delete logs,SMS削除ログ
1086,backend,ja,Update User,ユーザーの更新
1088,backend,ja,Taxes,税金
1089,backend,ja,Social Settings,社会的設定
1090,backend,ja,Notification Settings,通知設定
1091,backend,ja,Order limit create,注文制限の作成
1092,backend,ja,Order view PDF,注文ビューPDF
1093,backend,ja,Ingredients update,成分の更新
1094,backend,ja,Cooking create,クッキングクリエイト
1095,backend,ja,Ingredients delete,成分削除
1096,backend,ja,Cooking update,料理の最新情報
1097,backend,ja,Cooking delete,料理削除
1098,backend,ja,Category create,カテゴリ作成
1099,backend,ja,Category update,カテゴリの更新
1100,backend,ja,Category delete,カテゴリ削除
1101,backend,ja,Category availability,カテゴリの可用性
1102,backend,ja,Addon Category create,アドオンカテゴリ作成
1103,backend,ja,Addon Category update,アドオンカテゴリの更新
1104,backend,ja,Addon Category delete,アドオンカテゴリ削除
1105,backend,ja,Addon Item create,アドオンアイテムの作成
1106,backend,ja,Addon Item update,アドオンアイテムの更新
1107,backend,ja,Addon Item delete,アドオンアイテムの削除
1108,backend,ja,Item create,アイテム作成
1109,backend,ja,Item update,アイテムの更新
1110,backend,ja,Item delete,アイテム削除
1111,backend,ja,Item price,アイテム価格
1112,backend,ja,Item price delete,アイテム価格削除
1113,backend,ja,Item price update,アイテム価格の更新
1114,backend,ja,Item addon,アイテムアドオン
1115,backend,ja,Item addon create,アイテムアドオン作成
1116,backend,ja,Item addon update,アイテムアドオンの更新
1117,backend,ja,Item addon delete,アイテムアドオン削除
1118,backend,ja,Item attributes,アイテムの属性
1119,backend,ja,Item availability,アイテムの入手可能性
1120,backend,ja,Item inventory,アイテム在庫
1121,backend,ja,Item promo,アイテムプロモーション
1122,backend,ja,Item promo create,アイテムプロモーション作成
1123,backend,ja,Item promo update,アイテムプロモーションの更新
1124,backend,ja,Item promo delete,アイテムプロモーション削除
1125,backend,ja,Item gallery,アイテムギャラリー
1126,backend,ja,Item SEO,アイテムSEO
1127,backend,ja,Dynamic Rates,動的レート
1128,backend,ja,Fixed Charge,固定料金
1129,backend,ja,Pickup instructions,ピックアップ手順
1130,backend,ja,Dinein instructions,Dineinの指示
1132,backend,ja,Offer create,オファー作成
1133,backend,ja,Offer update,オファーの更新
1134,backend,ja,Offer delete,オファー削除
1135,backend,ja,Review reply,返信を確認する
1136,backend,ja,User create,ユーザー作成
1137,backend,ja,User update,ユーザーアップデート
1138,backend,ja,User delete,ユーザー削除
1139,backend,ja,Role create,役割の作成
1140,backend,ja,Role update,役割の更新
1141,backend,ja,Role delete,役割の削除
1142,backend,ja,Supplier create,サプライヤー作成
1143,backend,ja,Supplier update,サプライヤーの最新情報
1144,backend,ja,Supplier delete,サプライヤー削除
1145,backend,ja,Website,Webサイト
1146,backend,ja,Theme,テーマ
1147,backend,ja,Company,会社
1148,backend,ja,Service,サービス
1149,backend,ja,Find a store,お店を探す
1151,backend,ja,Contact Us,お問い合わせ
1152,backend,ja,Categories,カテゴリ
1153,backend,ja,Grocery,買い物
1154,backend,ja,Parcel Delivery,小包配達
1155,backend,ja,Fast Food,ファストフード
1157,backend,ja,Privacy policy,プライバシーポリシー
1158,backend,ja,Dishes,料理
1159,backend,ja,No notifications yet,まだ通知はありません
1160,backend,ja,"When you get notifications, they'll show up here",通知を受け取ると、ここに表示されます
1161,backend,ja,active,アクティブ
1162,backend,ja,Total Cancel,トータルキャンセル
1163,backend,ja,Sales this week,今週の売り上げ
1164,backend,ja,Earning this week,今週の収益
1165,backend,ja,Your balance,あなたのバランス
1166,backend,ja,Today sales,今日の売り上げ
1167,backend,ja,Today refund,今日の払い戻し
1168,backend,ja,days ago,数日前
1169,backend,ja,Accepting Orders,受注
1170,backend,ja,Update Information,更新情報
1171,backend,ja,Basic Settings,基本設定
1172,backend,ja,Orders Settings,注文設定
1173,backend,ja,This will appear in your receipt,これは領収書に表示されます
1174,backend,ja,Two Flavor Options,2つのフレーバーオプション
1175,backend,ja,Close Store,ストアを閉じる
1176,backend,ja,Enabled Voucher,有効なバウチャー
1177,backend,ja,Enabled Tips,有効なヒント
1178,backend,ja,Default Tip,デフォルトのヒント
1179,backend,ja,Please select...,選んでください...
1180,backend,ja,Website address,ウェブサイトアドレス
1181,backend,ja,Tax number,税番号
1182,backend,ja,All Store Hours,すべての営業時間
1184,backend,ja,Open,開ける
1185,backend,ja,From,から
1187,backend,ja,Custom Message,カスタムメッセージ
1188,backend,ja,Tax enabled,税金が有効
1189,backend,ja,Tax on service fee,サービス料に対する税金
1190,backend,ja,Tax on delivery fee,配送料に対する税金
1191,backend,ja,Tax on packaging fee,梱包料に対する税金
1192,backend,ja,Tax Type,税タイプ
1193,backend,ja,Standard,標準
1194,backend,ja,Multiple tax,複数の税金
1195,backend,ja,Tax not in prices (prices does not include tax),価格に含まれない税金（価格には税金は含まれていません）
1197,backend,ja,Add new tax,新しい税金を追加する
1198,backend,ja,Tax name,税名
1199,backend,ja,Rate %,割合 ％
1200,backend,ja,Default tax,デフォルトの税金
1201,backend,ja,Facebook Page,Facebookのページ
1202,backend,ja,Twitter Page,Twitterページ
1203,backend,ja,Google Page,Googleページ
1204,backend,ja,Merchant Mobile Alert,マーチャントモバイルアラート
1205,backend,ja,Define how many minutes that order set to critical order and needs attentions.,その注文がクリティカルな注文に設定され、注意が必要な分数を定義します。
1206,backend,ja,Critical minutes,重要な議事録
1207,backend,ja,Define how many minutes that order will auto rejected.,その注文が自動的に拒否される分数を定義します。
1208,backend,ja,Reject order minutes,注文議事録を拒否する
1210,backend,ja,Days/Time,日/時間
1211,backend,ja,All Time,いつも
1212,backend,ja,Add Time Management,時間管理を追加する
1213,backend,ja,Transaction Type,トランザクションタイプ
1215,backend,ja,Start Time,始まる時間
1216,backend,ja,End Time,終了時間
1217,backend,ja,Number Order Allowed,許可される番号順
